response-time,status-code,test_name,runtime,batch
0.0212,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0654,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0601,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0641,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0641,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0601,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0602,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0602,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0639,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.068,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0641,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0679,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0641,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0681,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0641,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0641,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.064,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0601,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.06,200,rust-wasmedge-user-manager,wasmedge,kubernetes
0.0599,200,rust-wasmedge-user-manager,wasmedge,kubernetes
